Trap Date,Genus,Specific Epithet,Gender,IDd,Count,Trap Region,Include,Comparison Group,Latitude,Longitude,Location
"Sep 01, 2009",Aedes,Black legs,Female,UnID,5,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"May 13, 2008",Culiseta,morsitans,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 30, 1996",Culex,territans,Female,,7,River Valley-Central,,Core,53.52420580,-113.50048000,POINT (-113.50048 53.5242058)
"Jul 21, 2020",Aedes,vexans,Female,,50,Outer Community-East,,Outer,53.60672180,-113.22135870,POINT (-113.2213587 53.6067218)
"Sep 17, 2013",Anopheles,earlei,Female,,3,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 03, 2014",Male,UnID,Male,UnID,9,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jul 30, 2019",Aedes,Black legs,Female,UnID,2,Residential-South-GC,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Jun 18, 2019",Aedes,flavescens,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jun 17, 2014",Culiseta,inornata,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 13, 2002",Male,UnID,Male,UnID,7,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jun 05, 2018",Aedes,fitchii,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 15, 1999",Aedes,fitchii,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jul 02, 1991",Aedes,flavescens,Female,,128,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 03, 2007",Aedes,euedes,Female,,1,Industrial East,,Peripheral,53.59592000,-113.33219000,POINT (-113.33219 53.59592)
"Jun 28, 2011",Aedes,flavescens,Female,,10,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 12, 2011",Aedes,fitchii,Female,,3,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Aug 16, 2011",Aedes,vexans,Female,,26,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 02, 2022",Aedes,vexans,Female,,23,Residential-East,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Sep 06, 2005",Culiseta,inornata,Female,,3,Industrial East,,Peripheral,53.59592000,-113.33219000,POINT (-113.33219 53.59592)
"May 19, 2015",Male,UnID,Male,UnID,1,Outer Community-East,,Outer,53.60672180,-113.22135870,POINT (-113.2213587 53.6067218)
"Jun 24, 1997",Culiseta,morsitans,Female,,8,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 25, 2017",Aedes,excrucians,Female,,2,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jun 18, 1996",Aedes,cataphylla,Female,,3,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"May 23, 2017",Male,UnID,Male,UnID,7,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Sep 23, 2014",Culiseta,morsitans,Female,,1,Industrial South,,Core,53.45891000,-113.47761000,POINT (-113.47761 53.45891)
"Aug 08, 2017",Aedes,euedes,Female,,2,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"May 26, 1998",Culiseta,alaskaensis,Female,,3,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Aug 05, 2014",Aedes,vexans,Female,,68,Industrial South,,Core,53.45891000,-113.47761000,POINT (-113.47761 53.45891)
"May 13, 1997",Culiseta,alaskaensis,Female,,6,River Valley-West-P1,,Core,53.51211760,-113.54965540,POINT (-113.5496554 53.5121176)
"Jul 23, 2019",Culex,pipiens,Female,,1,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Jul 02, 2019",Anopheles,earlei,Female,,6,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
"Jun 30, 2020",Aedes,Black legs,Female,UnID,3,Outer Community-West,,Outer,53.55902000,-114.00119000,POINT (-114.00119 53.55902)
"Aug 09, 1994",Culex,tarsalis,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 23, 2016",Aedes,vexans,Female,,63,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Jun 14, 2016",Male,UnID,Male,UnID,4,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Jul 06, 2021",Mansonia,perturbans,Female,,61,Outer Community-West,,Outer,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Jun 24, 1997",Culiseta,morsitans,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jul 21, 2015",Aedes,vexans,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 07, 1998",Anopheles,earlei,Female,,2,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jun 26, 2007",Aedes,fitchii,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 04, 2017",Aedes,spp.,Female,UnID,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Sep 03, 2019",Aedes,vexans,Female,,62,Outer Community-North West,No Data,Outer,53.70127700,-114.04985900,POINT (-114.049859 53.701277)
"May 21, 2013",Male,UnID,Male,UnID,1,Rural-West,,Outer,53.55902000,-114.00119000,POINT (-114.00119 53.55902)
"Jun 12, 2018",Aedes,fitchii,Female,,5,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jun 19, 2018",Anopheles,earlei,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Aug 08, 2023",Aedes,spp.,Female,UnID,4,Peripheral-South,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 02, 2015",Aedes,spp.,Female,UnID,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 18, 2019",Aedes,Black legs,Female,UnID,2,Residential-South-GC,No Data,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Jun 10, 1997",Aedes,cinereus,Female,,2,River Valley-East-GC2,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
"Sep 09, 2003",Aedes,dorsalis,Female,,6,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Sep 05, 2006",Culiseta,inornata,Female,,8,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 28, 2018",Aedes,vexans,Female,,1,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Aug 03, 2010",Male,UnID,Male,UnID,24,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jun 09, 1998",Culex,territans,Female,,1,River Valley-East-GC1,,Core,53.56151400,-113.43811190,POINT (-113.4381119 53.561514)
"Jul 29, 2003",Male,UnID,Male,UnID,9,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jul 17, 1990",Aedes,dorsalis,Female,,5,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Sep 10, 2019",Culex,territans,Female,,4,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jun 16, 1992",Misc,UnID,Female,UnID,17,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 10, 2010",Aedes,spencerii,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 02, 2022",Culiseta,inornata,Female,,2,Residential-West,,Core,53.61352600,-113.59020200,POINT (-113.590202 53.613526)
"Aug 13, 2019",Aedes,vexans,Female,,13,Outer Community-North West,,Outer,53.70127700,-114.04985900,POINT (-114.049859 53.701277)
"Jun 05, 2018",Aedes,Black legs,Female,UnID,1,Outer Community-North West,,Outer,53.71376480,-113.95903590,POINT (-113.9590359 53.7137648)
"Aug 07, 2012",Male,UnID,Male,UnID,110,Residential-South,,Core,53.46981200,-113.45737900,POINT (-113.457379 53.469812)
"Jul 27, 1999",Culiseta,spp.,Female,UnID,3,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 27, 1993",Aedes,dorsalis,Female,,6,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Aug 18, 2020",Male,UnID,Male,UnID,71,Outer Community-East,,Outer,53.60672180,-113.22135870,POINT (-113.2213587 53.6067218)
"Aug 09, 2022",Aedes,vexans,Female,,14,Residential-West,,Core,53.55207700,-113.64369100,POINT (-113.643691 53.552077)
"Sep 24, 2019",Aedes,vexans,Female,,1,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
"Jun 18, 1991",Aedes,spencerii,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"May 27, 2014",Aedes,Black legs,Female,UnID,1,Outer Community-South West,,Peripheral,53.43593000,-113.76189000,POINT (-113.76189 53.43593)
"Sep 17, 2019",Culex,territans,Female,,2,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jun 04, 2002",Culiseta,incidens,Female,,3,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Sep 12, 2017",Culex,territans,Female,,3,Outer Community-South East,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
"Jul 07, 1998",Anopheles,earlei,Female,,1,Extended Rural-South West,,Outer,53.42475000,-113.86097000,POINT (-113.86097 53.42475)
"Aug 30, 2016",Anopheles,earlei,Female,,1,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"May 10, 2022",Culex,territans,Female,,1,Peripheral-North,,Peripheral,53.64335400,-113.36588800,POINT (-113.365888 53.643354)
"Jul 15, 1997",Aedes,spp.,Female,UnID,1,River Valley-Central-GC1,,Core,53.53718600,-113.52990800,POINT (-113.529908 53.537186)
"Aug 02, 1994",Aedes,spp.,Female,UnID,4,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 23, 1991",Aedes,vexans,Female,,145,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Sep 06, 2016",Culiseta,inornata,Female,,137,Outer Community-South West,,Peripheral,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Aug 06, 2013",Aedes,vexans,Female,,201,Outer Community-East,,Outer,53.60672180,-113.22135870,POINT (-113.2213587 53.6067218)
"Jul 02, 1996",Aedes,excrucians,Female,,11,River Valley-Central,,Core,53.52420580,-113.50048000,POINT (-113.50048 53.5242058)
"May 30, 1995",Culiseta,minnesotae,Female,,1,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jul 14, 1998",Aedes,spencerii,Female,,1,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jun 30, 1992",Aedes,cinereus,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 06, 1996",Aedes,vexans,Female,,28,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
"Jul 28, 1998",Aedes,vexans,Female,,5560,Extended Rural-South West,,Outer,53.42475000,-113.86097000,POINT (-113.86097 53.42475)
"Jul 18, 2017",Aedes,vexans,Female,,13,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 29, 1999",Culiseta,inornata,Female,,1,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jun 25, 2019",Aedes,euedes,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jul 26, 1994",Aedes,excrucians,Female,,4,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jun 25, 2019",Culiseta,impatiens,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jun 22, 2004",Aedes,provocans,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jul 05, 2016",Culiseta,alaskaensis,Female,,1,Residential-South,,Core,53.46981200,-113.45737900,POINT (-113.457379 53.469812)
"Sep 02, 2014",Aedes,flavescens,Female,,1,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Jun 08, 1993",Culiseta,spp.,Female,UnID,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Sep 20, 2022",Culex,pipiens,Female,,1,Peripheral-North,,Peripheral,53.66876900,-113.48898000,POINT (-113.48898 53.668769)
"Jul 16, 1996",Aedes,spp.,Female,UnID,3,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"May 28, 2013",Male,UnID,Male,UnID,1,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Jul 09, 2013",Aedes,campestris,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jun 02, 2015",Male,UnID,Male,UnID,33,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Aug 08, 2017",Culex,territans,Female,,2,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jun 10, 2008",Male,UnID,Male,UnID,8,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 17, 1999",Aedes,vexans,Female,,48,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
"Sep 10, 2013",Culiseta,inornata,Female,,9,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Sep 11, 1990",Aedes,vexans,Female,,12,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Aug 09, 1994",Anopheles,earlei,Female,,2,Outer Community-South West,,Peripheral,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Jul 21, 2015",Culiseta,inornata,Female,,20,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 04, 2013",Aedes,Black legs,Female,UnID,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 19, 2022",Aedes,excrucians,Female,,1,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Jun 16, 2020",Culex,territans,Female,,1,Outer Community-South,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
"Jul 12, 2022",Aedes,Black legs,Female,UnID,8,Outer Community-West,,Outer,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Aug 05, 2014",Anopheles,earlei,Female,,14,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Aug 15, 2017",Male,UnID,Male,UnID,78,Outer Community-South East,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
"Jun 18, 1991",Culiseta,inornata,Female,,4,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 07, 2009",Culiseta,inornata,Female,,3,Industrial East,,Peripheral,53.59592000,-113.33219000,POINT (-113.33219 53.59592)
"Jul 30, 1996",Aedes,vexans,Female,,34,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jun 24, 2014",Aedes,excrucians,Female,,1,Rural-West,,Outer,53.55902000,-114.00119000,POINT (-114.00119 53.55902)
"Aug 23, 2005",Culiseta,inornata,Female,,7,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"May 26, 1998",Culiseta,morsitans,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 11, 2015",Aedes,Black legs,Female,UnID,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Aug 30, 2005",Culiseta,inornata,Female,,5,Industrial East,,Peripheral,53.59592000,-113.33219000,POINT (-113.33219 53.59592)
"Jul 26, 2016",Aedes,Black legs,Female,UnID,2,Outer Community-South West,,Peripheral,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Jul 19, 2016",Aedes,vexans,Female,,120,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Jun 28, 2005",Aedes,flavescens,Female,,4,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 07, 2001",Anopheles,earlei,Female,,2,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 30, 2003",Aedes,euedes,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 21, 2007",Culex,tarsalis,Female,,1,Residential-South,,Core,53.46981200,-113.45737900,POINT (-113.457379 53.469812)
"Aug 28, 2001",Aedes,nigromaculis,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 19, 2016",Aedes,dorsalis,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jun 30, 2020",Aedes,excrucians,Female,,2,Residential-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Jun 28, 2022",Male,UnID,Male,UnID,0,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jun 06, 2017",Aedes,fitchii,Female,,7,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
"Sep 12, 2017",Male,UnID,Male,UnID,318,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
"Jul 15, 2003",Aedes,vexans,Female,,3,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 13, 1996",Aedes,flavescens,Female,,2,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 20, 2013",Anopheles,earlei,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Sep 06, 2022",Culiseta,impatiens,Female,,1,Peripheral-South,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Sep 19, 2017",Culiseta,inornata,Female,,7,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Sep 03, 1996",Culex,tarsalis,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jul 23, 2013",Aedes,vexans,Female,,112,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Sep 25, 2023",Male,UnID,Male,UnID,1,Peripheral-North,No Data,Peripheral,53.66876900,-113.48898000,POINT (-113.48898 53.668769)
"Jul 21, 2020",Aedes,vexans,Female,,131,River Valley-East,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 29, 2006",Culiseta,minnesotae,Female,,1,Residential-South,,Core,53.46981200,-113.45737900,POINT (-113.457379 53.469812)
"Jul 31, 2018",Culex,tarsalis,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 12, 2014",Aedes,vexans,Female,,339,Outer Community-North East-GC1,,Outer,53.73069000,-113.27288000,POINT (-113.27288 53.73069)
"Aug 09, 2022",Culiseta,spp.,Female,UnID,1,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Sep 13, 2022",Aedes,vexans,Female,,1,Peripheral-North,,Peripheral,53.64335400,-113.36588800,POINT (-113.365888 53.643354)
"Jun 21, 1994",Aedes,euedes,Female,,1,River Valley-East-GC2,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
"Jun 30, 2020",Culex,territans,Female,,1,Residential-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Sep 07, 2010",Male,UnID,Male,UnID,5,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Sep 01, 2015",Aedes,vexans,Female,,8,Rural-West,,Outer,53.55902000,-114.00119000,POINT (-114.00119 53.55902)
"Jun 10, 1997",Aedes,fitchii,Female,,5,Extended Rural-South West,,Outer,53.42475000,-113.86097000,POINT (-113.86097 53.42475)
"Aug 27, 2013",Male,UnID,Male,UnID,72,Experimental Sample1,,Outer,53.59146000,-112.95107000,POINT (-112.95107 53.59146)
"Jul 27, 2004",Male,UnID,Male,UnID,523,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 05, 1997",Aedes,spp.,Female,UnID,2,River Valley-East-GC1,,Core,53.56151400,-113.43811190,POINT (-113.4381119 53.561514)
"Aug 02, 2016",Aedes,Black legs,Female,UnID,2,Outer Community-South West,,Peripheral,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Jul 26, 2011",Aedes,vexans,Female,,835,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 01, 2006",Aedes,vexans,Female,,2,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jul 05, 2005",Culiseta,alaskaensis,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jun 10, 1997",Aedes,Black legs,Female,UnID,11,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 02, 2013",Aedes,vexans,Female,,35,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jun 09, 2009",Aedes,Black legs,Female,UnID,3,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jul 08, 2014",Aedes,nigromaculis,Female,,1,Outer Community-North West,,Outer,53.71376480,-113.95903590,POINT (-113.9590359 53.7137648)
"Jun 19, 2018",Aedes,riparius,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jun 29, 1999",Aedes,flavescens,Female,,11,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 13, 2017",Culiseta,inornata,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Aug 27, 2002",Male,UnID,Male,UnID,29,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"May 17, 2022",Culiseta,minnesotae,Female,,1,Residential-West,,Core,53.55207700,-113.64369100,POINT (-113.643691 53.552077)
"Aug 14, 2018",Aedes,Black legs,Female,UnID,2,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Jun 01, 2021",Misc,UnID,Female,UnID,0,Peripheral-North,,Peripheral,53.64335400,-113.36588800,POINT (-113.365888 53.643354)
"May 19, 1992",Culiseta,spp.,Female,UnID,3,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 20, 2013",Culiseta,inornata,Female,,7,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"May 31, 2011",Culiseta,minnesotae,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Aug 10, 2010",Aedes,dorsalis,Female,,23,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 30, 2013",Aedes,Black legs,Female,UnID,1,Residential-South,,Core,53.46981200,-113.45737900,POINT (-113.457379 53.469812)
"Jul 09, 2019",Male,UnID,Male,UnID,16,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Aug 26, 2014",Aedes,dorsalis,Female,,2,Rural-West,,Outer,53.55902000,-114.00119000,POINT (-114.00119 53.55902)
"Sep 02, 2014",Aedes,flavescens,Female,,2,Outer Community-South West,,Peripheral,53.43593000,-113.76189000,POINT (-113.76189 53.43593)
"Jul 11, 2017",Aedes,euedes,Female,,4,Residential-South-GC,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Aug 30, 2022",Culiseta,minnesotae,Female,,2,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Jun 20, 2017",Culiseta,inornata,Female,,9,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 14, 2018",Aedes,flavescens,Female,,2,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Jul 24, 2012",Aedes,vexans,Female,,1,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Jun 23, 1992",Aedes,vexans,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 18, 2017",Misc,UnID,Female,UnID,3,Outer Community-South East,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
"Aug 08, 2000",Aedes,cinereus,Female,,4,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jul 19, 2011",Culiseta,inornata,Female,,52,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Aug 23, 2011",Male,UnID,Male,UnID,20,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 05, 2018",Misc,UnID,Female,UnID,341,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
"Jun 13, 2017",Aedes,Black legs,Female,UnID,16,Outer Community-South West,,Peripheral,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Jun 20, 2017",Male,UnID,Male,UnID,142,Outer Community-South West,,Peripheral,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Jul 02, 1996",Aedes,vexans,Female,,8,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jul 12, 2005",Aedes,vexans,Female,,197,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 15, 2006",Culiseta,inornata,Female,,4,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jun 20, 2017",Aedes,fitchii,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jul 16, 2013",Misc,UnID,Female,UnID,1,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
