Country,Province,District,Rural/Urban,Date,Malaria_cases
Zambia,Southern,Choma,Urban,9/1/15,0
Zambia,Southern,Choma,Urban,10/1/15,13
Zambia,Southern,Choma,Urban,10/1/15,0
Zambia,Southern,Choma,Urban,11/1/15,15
Zambia,Southern,Choma,Urban,11/1/15,0
Zambia,Southern,Choma,Urban,12/1/15,22
Zambia,Southern,Choma,Urban,12/1/15,0
Zambia,Southern,Choma,Urban,1/1/16,30
Zambia,Southern,Choma,Urban,1/1/16,0
Zambia,Southern,Choma,Urban,2/1/16,51
Zambia,Southern,Choma,Urban,2/1/16,0
Zambia,Southern,Choma,Urban,3/1/16,58
Zambia,Southern,Choma,Urban,3/1/16,0
Zambia,Southern,Choma,Urban,4/1/16,60
Zambia,Southern,Choma,Urban,4/1/16,0
Zambia,Southern,Choma,Urban,5/1/16,86
Zambia,Southern,Choma,Urban,5/1/16,0
Zambia,Southern,Choma,Urban,6/1/16,23
Zambia,Southern,Choma,Urban,6/1/16,0
Zambia,Southern,Choma,Urban,7/1/16,6
Zambia,Southern,Choma,Urban,7/1/16,0
Zambia,Southern,Choma,Urban,8/1/16,16
Zambia,Southern,Choma,Urban,8/1/16,0
Zambia,Southern,Choma,Urban,9/1/16,22
Zambia,Southern,Choma,Urban,9/1/16,0
Zambia,Southern,Choma,Urban,10/1/16,13
Zambia,Southern,Choma,Urban,10/1/16,0
Zambia,Southern,Choma,Urban,11/1/16,10
Zambia,Southern,Choma,Urban,11/1/16,0
Zambia,Southern,Choma,Urban,12/1/16,18
Zambia,Southern,Choma,Urban,12/1/16,0
Zambia,Southern,Choma,Urban,1/1/17,39
Zambia,Southern,Choma,Urban,1/1/17,0
Zambia,Southern,Choma,Urban,2/1/17,23
Zambia,Southern,Choma,Urban,2/1/17,0
Zambia,Southern,Choma,Urban,3/1/17,27
Zambia,Southern,Choma,Urban,3/1/17,0
Zambia,Southern,Choma,Urban,4/1/17,32
Zambia,Southern,Choma,Urban,4/1/17,0
Zambia,Southern,Choma,Urban,5/1/17,49
Zambia,Southern,Choma,Urban,5/1/17,0
Zambia,Southern,Choma,Urban,6/1/17,29
Zambia,Southern,Choma,Urban,6/1/17,0
Zambia,Southern,Choma,Urban,7/1/17,25
Zambia,Southern,Choma,Urban,7/1/17,0
Zambia,Southern,Choma,Urban,8/1/17,6
Zambia,Southern,Choma,Urban,8/1/17,0
Zambia,Southern,Choma,Urban,9/1/17,6
Zambia,Southern,Choma,Urban,9/1/17,0
Zambia,Southern,Choma,Urban,10/1/17,19
Zambia,Southern,Choma,Urban,10/1/17,0
Zambia,Southern,Choma,Urban,11/1/17,4
Zambia,Southern,Choma,Urban,11/1/17,0
Zambia,Southern,Choma,Urban,12/1/17,25
Zambia,Southern,Choma,Urban,12/1/17,0
Zambia,Southern,Choma,Urban,1/1/18,59
Zambia,Southern,Choma,Urban,1/1/18,0
Zambia,Southern,Choma,Urban,2/1/18,20
Zambia,Southern,Choma,Urban,2/1/18,0
Zambia,Southern,Gwembe,Rural,1/1/14,0
Zambia,Southern,Gwembe,Rural,1/1/14,25
Zambia,Southern,Gwembe,Rural,2/1/14,0
Zambia,Southern,Gwembe,Rural,2/1/14,0
Zambia,Southern,Gwembe,Rural,3/1/14,0
Zambia,Southern,Gwembe,Rural,3/1/14,0
Zambia,Southern,Gwembe,Rural,4/1/14,0
Zambia,Southern,Gwembe,Rural,4/1/14,1
Zambia,Southern,Gwembe,Rural,5/1/14,0
Zambia,Southern,Gwembe,Rural,5/1/14,0
Zambia,Southern,Gwembe,Rural,6/1/14,0
Zambia,Southern,Gwembe,Rural,6/1/14,37
Zambia,Southern,Gwembe,Rural,7/1/14,0
Zambia,Southern,Gwembe,Rural,7/1/14,3397
Zambia,Southern,Gwembe,Rural,8/1/14,0
Zambia,Southern,Gwembe,Rural,8/1/14,1756
Zambia,Southern,Gwembe,Rural,9/1/14,0
Zambia,Southern,Gwembe,Rural,9/1/14,1540
Zambia,Southern,Gwembe,Rural,10/1/14,0
Zambia,Southern,Gwembe,Rural,10/1/14,1225
Zambia,Southern,Gwembe,Rural,11/1/14,0
Zambia,Southern,Gwembe,Rural,11/1/14,709
Zambia,Southern,Gwembe,Rural,12/1/14,0
Zambia,Southern,Gwembe,Rural,12/1/14,449
Zambia,Southern,Gwembe,Rural,1/1/15,0
Zambia,Southern,Gwembe,Rural,1/1/15,801
Zambia,Southern,Gwembe,Rural,2/1/15,0
Zambia,Southern,Gwembe,Rural,2/1/15,562
Zambia,Southern,Gwembe,Rural,3/1/15,0
Zambia,Southern,Gwembe,Rural,3/1/15,793
Zambia,Southern,Gwembe,Rural,4/1/15,0
Zambia,Southern,Gwembe,Rural,4/1/15,1513
Zambia,Southern,Gwembe,Rural,5/1/15,0
Zambia,Southern,Gwembe,Rural,5/1/15,1810
Zambia,Southern,Gwembe,Rural,6/1/15,0
Zambia,Southern,Gwembe,Rural,6/1/15,1399
Zambia,Southern,Gwembe,Rural,7/1/15,0
Zambia,Southern,Gwembe,Rural,7/1/15,1313
Zambia,Southern,Gwembe,Rural,8/1/15,0
Zambia,Southern,Gwembe,Rural,8/1/15,967
Zambia,Southern,Gwembe,Rural,9/1/15,0
Zambia,Southern,Gwembe,Rural,9/1/15,273
Zambia,Southern,Gwembe,Rural,10/1/15,0
Zambia,Southern,Gwembe,Rural,10/1/15,232
Zambia,Southern,Gwembe,Rural,11/1/15,0
Zambia,Southern,Gwembe,Rural,11/1/15,343
Zambia,Southern,Gwembe,Rural,12/1/15,0
Zambia,Southern,Gwembe,Rural,12/1/15,112
Zambia,Southern,Gwembe,Rural,1/1/16,0
Zambia,Southern,Gwembe,Rural,1/1/16,262
Zambia,Southern,Gwembe,Rural,2/1/16,0
Zambia,Southern,Gwembe,Rural,2/1/16,175
Zambia,Southern,Gwembe,Rural,3/1/16,0
Zambia,Southern,Gwembe,Rural,3/1/16,313
Zambia,Southern,Gwembe,Rural,4/1/16,0
Zambia,Southern,Gwembe,Rural,4/1/16,477
Zambia,Southern,Gwembe,Rural,5/1/16,0
Zambia,Southern,Gwembe,Rural,5/1/16,450
Zambia,Southern,Gwembe,Rural,6/1/16,0
Zambia,Southern,Gwembe,Rural,6/1/16,338
Zambia,Southern,Gwembe,Rural,7/1/16,0
Zambia,Southern,Gwembe,Rural,7/1/16,273
Zambia,Southern,Gwembe,Rural,8/1/16,0
Zambia,Southern,Gwembe,Rural,8/1/16,271
Zambia,Southern,Gwembe,Rural,9/1/16,0
Zambia,Southern,Gwembe,Rural,9/1/16,152
Zambia,Southern,Gwembe,Rural,10/1/16,0
Zambia,Southern,Gwembe,Rural,10/1/16,119
Zambia,Southern,Gwembe,Rural,11/1/16,0
Zambia,Southern,Gwembe,Rural,11/1/16,136
Zambia,Southern,Gwembe,Rural,12/1/16,0
Zambia,Southern,Gwembe,Rural,12/1/16,16
Zambia,Southern,Gwembe,Rural,1/1/17,0
Zambia,Southern,Gwembe,Rural,1/1/17,89
Zambia,Southern,Gwembe,Rural,2/1/17,0
Zambia,Southern,Gwembe,Rural,2/1/17,63
Zambia,Southern,Gwembe,Rural,3/1/17,0
Zambia,Southern,Gwembe,Rural,3/1/17,372
Zambia,Southern,Gwembe,Rural,4/1/17,0
Zambia,Southern,Gwembe,Rural,4/1/17,946
Zambia,Southern,Gwembe,Rural,5/1/17,0
Zambia,Southern,Gwembe,Rural,5/1/17,1097
Zambia,Southern,Gwembe,Rural,6/1/17,0
Zambia,Southern,Gwembe,Rural,6/1/17,777
Zambia,Southern,Gwembe,Rural,7/1/17,0
Zambia,Southern,Gwembe,Rural,7/1/17,818
Zambia,Southern,Gwembe,Rural,8/1/17,0
Zambia,Southern,Gwembe,Rural,8/1/17,1100
Zambia,Southern,Gwembe,Rural,9/1/17,0
Zambia,Southern,Gwembe,Rural,9/1/17,511
Zambia,Southern,Gwembe,Rural,10/1/17,0
Zambia,Southern,Gwembe,Rural,10/1/17,386
Zambia,Southern,Gwembe,Rural,11/1/17,0
Zambia,Southern,Gwembe,Rural,11/1/17,129
Zambia,Southern,Gwembe,Rural,12/1/17,0
Zambia,Southern,Gwembe,Rural,12/1/17,786
Zambia,Southern,Gwembe,Rural,1/1/18,0
Zambia,Southern,Gwembe,Rural,1/1/18,1652
Zambia,Southern,Gwembe,Rural,2/1/18,0
Zambia,Southern,Gwembe,Rural,2/1/18,1106
Zambia,Southern,Gwembe,Rural,1/1/14,1727
Zambia,Southern,Gwembe,Rural,1/1/14,123
Zambia,Southern,Gwembe,Rural,2/1/14,1905
Zambia,Southern,Gwembe,Rural,2/1/14,144
Zambia,Southern,Gwembe,Rural,3/1/14,4357
Zambia,Southern,Gwembe,Rural,3/1/14,249
Zambia,Southern,Gwembe,Rural,4/1/14,3708
Zambia,Southern,Gwembe,Rural,4/1/14,271
Zambia,Southern,Gwembe,Rural,5/1/14,2658
Zambia,Southern,Gwembe,Rural,5/1/14,242
Zambia,Southern,Gwembe,Rural,6/1/14,1573
Zambia,Southern,Gwembe,Rural,6/1/14,0
Zambia,Southern,Gwembe,Rural,7/1/14,818
Zambia,Southern,Gwembe,Rural,7/1/14,0
Zambia,Southern,Gwembe,Rural,8/1/14,352
Zambia,Southern,Gwembe,Rural,8/1/14,0
Zambia,Southern,Gwembe,Rural,9/1/14,1227
Zambia,Southern,Gwembe,Rural,9/1/14,0
Zambia,Southern,Gwembe,Rural,10/1/14,501
Zambia,Southern,Gwembe,Rural,10/1/14,0
Zambia,Southern,Gwembe,Rural,11/1/14,324
Zambia,Southern,Gwembe,Rural,11/1/14,0
Zambia,Southern,Gwembe,Rural,12/1/14,205
Zambia,Southern,Gwembe,Rural,12/1/14,0
Zambia,Southern,Gwembe,Rural,1/1/15,451
Zambia,Southern,Gwembe,Rural,1/1/15,0
Zambia,Southern,Gwembe,Rural,2/1/15,331
Zambia,Southern,Gwembe,Rural,2/1/15,0
Zambia,Southern,Gwembe,Rural,3/1/15,787
Zambia,Southern,Gwembe,Rural,3/1/15,0
Zambia,Southern,Gwembe,Rural,4/1/15,703
Zambia,Southern,Gwembe,Rural,4/1/15,0
Zambia,Southern,Gwembe,Rural,5/1/15,936
Zambia,Southern,Gwembe,Rural,5/1/15,0
Zambia,Southern,Gwembe,Rural,6/1/15,796
Zambia,Southern,Gwembe,Rural,6/1/15,0
Zambia,Southern,Gwembe,Rural,7/1/15,432
Zambia,Southern,Gwembe,Rural,7/1/15,0
Zambia,Southern,Gwembe,Rural,8/1/15,325
Zambia,Southern,Gwembe,Rural,8/1/15,0
Zambia,Southern,Gwembe,Rural,9/1/15,229
Zambia,Southern,Gwembe,Rural,9/1/15,28
Zambia,Southern,Gwembe,Rural,10/1/15,96
Zambia,Southern,Gwembe,Rural,10/1/15,0
Zambia,Southern,Gwembe,Rural,11/1/15,40
Zambia,Southern,Gwembe,Rural,11/1/15,0
Zambia,Southern,Gwembe,Rural,12/1/15,41
Zambia,Southern,Gwembe,Rural,12/1/15,36
Zambia,Southern,Gwembe,Rural,1/1/16,46
Zambia,Southern,Gwembe,Rural,1/1/16,0
Zambia,Southern,Gwembe,Rural,2/1/16,78
Zambia,Southern,Gwembe,Rural,2/1/16,61
Zambia,Southern,Gwembe,Rural,3/1/16,208
Zambia,Southern,Gwembe,Rural,3/1/16,25
Zambia,Southern,Gwembe,Rural,4/1/16,341
Zambia,Southern,Gwembe,Rural,4/1/16,0
Zambia,Southern,Gwembe,Rural,5/1/16,481
Zambia,Southern,Gwembe,Rural,5/1/16,23
Zambia,Southern,Gwembe,Rural,6/1/16,226
Zambia,Southern,Gwembe,Rural,6/1/16,0
Zambia,Southern,Gwembe,Rural,7/1/16,119
Zambia,Southern,Gwembe,Rural,7/1/16,25
Zambia,Southern,Gwembe,Rural,8/1/16,99
Zambia,Southern,Gwembe,Rural,8/1/16,0
Zambia,Southern,Gwembe,Rural,9/1/16,142
Zambia,Southern,Gwembe,Rural,9/1/16,0
Zambia,Southern,Gwembe,Rural,10/1/16,76
Zambia,Southern,Gwembe,Rural,10/1/16,0
Zambia,Southern,Gwembe,Rural,11/1/16,23
Zambia,Southern,Gwembe,Rural,11/1/16,0
Zambia,Southern,Gwembe,Rural,12/1/16,8
Zambia,Southern,Gwembe,Rural,12/1/16,0
Zambia,Southern,Gwembe,Rural,1/1/17,66
Zambia,Southern,Gwembe,Rural,1/1/17,0
Zambia,Southern,Gwembe,Rural,2/1/17,105
Zambia,Southern,Gwembe,Rural,2/1/17,0
Zambia,Southern,Gwembe,Rural,3/1/17,226
Zambia,Southern,Gwembe,Rural,3/1/17,0
Zambia,Southern,Gwembe,Rural,4/1/17,392
Zambia,Southern,Gwembe,Rural,4/1/17,0
Zambia,Southern,Gwembe,Rural,5/1/17,644
Zambia,Southern,Gwembe,Rural,5/1/17,0
Zambia,Southern,Gwembe,Rural,6/1/17,388
Zambia,Southern,Gwembe,Rural,6/1/17,0
Zambia,Southern,Gwembe,Rural,7/1/17,343
Zambia,Southern,Gwembe,Rural,7/1/17,0
Zambia,Southern,Gwembe,Rural,8/1/17,128
Zambia,Southern,Gwembe,Rural,8/1/17,0
Zambia,Southern,Gwembe,Rural,9/1/17,103
Zambia,Southern,Gwembe,Rural,9/1/17,0
Zambia,Southern,Gwembe,Rural,10/1/17,81
Zambia,Southern,Gwembe,Rural,10/1/17,0
Zambia,Southern,Gwembe,Rural,11/1/17,27
Zambia,Southern,Gwembe,Rural,11/1/17,0
Zambia,Southern,Gwembe,Rural,12/1/17,322
Zambia,Southern,Gwembe,Rural,12/1/17,0
Zambia,Southern,Gwembe,Rural,1/1/18,1139
Zambia,Southern,Gwembe,Rural,1/1/18,0
Zambia,Southern,Gwembe,Rural,2/1/18,428
Zambia,Southern,Gwembe,Rural,2/1/18,0
Zambia,Southern,Kalomo,Rural,1/1/14,0
Zambia,Southern,Kalomo,Rural,1/1/14,535
Zambia,Southern,Kalomo,Rural,2/1/14,0
Zambia,Southern,Kalomo,Rural,2/1/14,1082
Zambia,Southern,Kalomo,Rural,3/1/14,0
Zambia,Southern,Kalomo,Rural,3/1/14,1920
Zambia,Southern,Kalomo,Rural,4/1/14,0
Zambia,Southern,Kalomo,Rural,4/1/14,2436
Zambia,Southern,Kalomo,Rural,5/1/14,0
Zambia,Southern,Kalomo,Rural,5/1/14,908
Zambia,Southern,Kalomo,Rural,6/1/14,0
Zambia,Southern,Kalomo,Rural,6/1/14,371
Zambia,Southern,Kalomo,Rural,7/1/14,0
Zambia,Southern,Kalomo,Rural,7/1/14,298
Zambia,Southern,Kalomo,Rural,8/1/14,0
Zambia,Southern,Kalomo,Rural,8/1/14,162
Zambia,Southern,Kalomo,Rural,9/1/14,0
Zambia,Southern,Kalomo,Rural,9/1/14,104
Zambia,Southern,Kalomo,Rural,10/1/14,0
Zambia,Southern,Kalomo,Rural,10/1/14,190
Zambia,Southern,Kalomo,Rural,11/1/14,0
Zambia,Southern,Kalomo,Rural,11/1/14,149
Zambia,Southern,Kalomo,Rural,12/1/14,0
Zambia,Southern,Kalomo,Rural,12/1/14,131
Zambia,Southern,Kalomo,Rural,1/1/15,0
Zambia,Southern,Kalomo,Rural,1/1/15,281
Zambia,Southern,Kalomo,Rural,2/1/15,0
Zambia,Southern,Kalomo,Rural,2/1/15,303
Zambia,Southern,Kalomo,Rural,3/1/15,0
Zambia,Southern,Kalomo,Rural,3/1/15,468
Zambia,Southern,Kalomo,Rural,4/1/15,0
Zambia,Southern,Kalomo,Rural,4/1/15,381
Zambia,Southern,Kalomo,Rural,5/1/15,0
Zambia,Southern,Kalomo,Rural,5/1/15,313
Zambia,Southern,Kalomo,Rural,6/1/15,0
Zambia,Southern,Kalomo,Rural,6/1/15,205
Zambia,Southern,Kalomo,Rural,7/1/15,0
Zambia,Southern,Kalomo,Rural,7/1/15,80
Zambia,Southern,Kalomo,Rural,8/1/15,0
Zambia,Southern,Kalomo,Rural,8/1/15,69
Zambia,Southern,Kalomo,Rural,9/1/15,0
Zambia,Southern,Kalomo,Rural,9/1/15,41
Zambia,Southern,Kalomo,Rural,10/1/15,0
Zambia,Southern,Kalomo,Rural,10/1/15,41
Zambia,Southern,Kalomo,Rural,11/1/15,0
Zambia,Southern,Kalomo,Rural,11/1/15,86
Zambia,Southern,Kalomo,Rural,12/1/15,0
Zambia,Southern,Kalomo,Rural,12/1/15,292
Zambia,Southern,Kalomo,Rural,1/1/16,0
Zambia,Southern,Kalomo,Rural,1/1/16,367
Zambia,Southern,Kalomo,Rural,2/1/16,0
Zambia,Southern,Kalomo,Rural,2/1/16,434
Zambia,Southern,Kalomo,Rural,3/1/16,0
Zambia,Southern,Kalomo,Rural,3/1/16,788
Zambia,Southern,Kalomo,Rural,4/1/16,0
Zambia,Southern,Kalomo,Rural,4/1/16,1672
Zambia,Southern,Kalomo,Rural,5/1/16,0
Zambia,Southern,Kalomo,Rural,5/1/16,1328
Zambia,Southern,Kalomo,Rural,6/1/16,0
Zambia,Southern,Kalomo,Rural,6/1/16,452
Zambia,Southern,Kalomo,Rural,7/1/16,0
Zambia,Southern,Kalomo,Rural,7/1/16,197
Zambia,Southern,Kalomo,Rural,8/1/16,0
Zambia,Southern,Kalomo,Rural,8/1/16,76
Zambia,Southern,Kalomo,Rural,9/1/16,0
Zambia,Southern,Kalomo,Rural,9/1/16,48
Zambia,Southern,Kalomo,Rural,10/1/16,0
Zambia,Southern,Kalomo,Rural,10/1/16,52
Zambia,Southern,Kalomo,Rural,11/1/16,0
Zambia,Southern,Kalomo,Rural,11/1/16,30
Zambia,Southern,Kalomo,Rural,12/1/16,0
Zambia,Southern,Kalomo,Rural,12/1/16,83
Zambia,Southern,Kalomo,Rural,1/1/17,0
Zambia,Southern,Kalomo,Rural,1/1/17,152
Zambia,Southern,Kalomo,Rural,2/1/17,0
Zambia,Southern,Kalomo,Rural,2/1/17,217
Zambia,Southern,Kalomo,Rural,3/1/17,0
Zambia,Southern,Kalomo,Rural,3/1/17,358
Zambia,Southern,Kalomo,Rural,4/1/17,0
Zambia,Southern,Kalomo,Rural,4/1/17,765
Zambia,Southern,Kalomo,Rural,5/1/17,0
Zambia,Southern,Kalomo,Rural,5/1/17,843
Zambia,Southern,Kalomo,Rural,6/1/17,0
Zambia,Southern,Kalomo,Rural,6/1/17,641
Zambia,Southern,Kalomo,Rural,7/1/17,0
Zambia,Southern,Kalomo,Rural,7/1/17,168
Zambia,Southern,Kalomo,Rural,8/1/17,0
Zambia,Southern,Kalomo,Rural,8/1/17,86
Zambia,Southern,Kalomo,Rural,9/1/17,0
Zambia,Southern,Kalomo,Rural,9/1/17,68
Zambia,Southern,Kalomo,Rural,10/1/17,0
Zambia,Southern,Kalomo,Rural,10/1/17,51
Zambia,Southern,Kalomo,Rural,11/1/17,0
Zambia,Southern,Kalomo,Rural,11/1/17,103
Zambia,Southern,Kalomo,Rural,12/1/17,0
Zambia,Southern,Kalomo,Rural,12/1/17,139
Zambia,Southern,Kalomo,Rural,1/1/18,0
Zambia,Southern,Kalomo,Rural,1/1/18,189
Zambia,Southern,Kalomo,Rural,2/1/18,0
Zambia,Southern,Kalomo,Rural,2/1/18,67
Zambia,Southern,Kalomo,Rural,1/1/14,311
Zambia,Southern,Kalomo,Rural,1/1/14,0
Zambia,Southern,Kalomo,Rural,2/1/14,482
Zambia,Southern,Kalomo,Rural,2/1/14,0
Zambia,Southern,Kalomo,Rural,3/1/14,1100
Zambia,Southern,Kalomo,Rural,3/1/14,0
Zambia,Southern,Kalomo,Rural,4/1/14,1389
Zambia,Southern,Kalomo,Rural,4/1/14,0
Zambia,Southern,Kalomo,Rural,5/1/14,788
Zambia,Southern,Kalomo,Rural,5/1/14,0
Zambia,Southern,Kalomo,Rural,6/1/14,280
Zambia,Southern,Kalomo,Rural,6/1/14,0
Zambia,Southern,Kalomo,Rural,7/1/14,69
Zambia,Southern,Kalomo,Rural,7/1/14,0
Zambia,Southern,Kalomo,Rural,8/1/14,88
Zambia,Southern,Kalomo,Rural,8/1/14,0
Zambia,Southern,Kalomo,Rural,9/1/14,50
Zambia,Southern,Kalomo,Rural,9/1/14,0
Zambia,Southern,Kalomo,Rural,10/1/14,37
Zambia,Southern,Kalomo,Rural,10/1/14,0
Zambia,Southern,Kalomo,Rural,11/1/14,73
Zambia,Southern,Kalomo,Rural,11/1/14,0
Zambia,Southern,Kalomo,Rural,12/1/14,64
Zambia,Southern,Kalomo,Rural,12/1/14,0
Zambia,Southern,Kalomo,Rural,1/1/15,163
Zambia,Southern,Kalomo,Rural,1/1/15,0
Zambia,Southern,Kalomo,Rural,2/1/15,125
Zambia,Southern,Kalomo,Rural,2/1/15,0
Zambia,Southern,Kalomo,Rural,3/1/15,165
Zambia,Southern,Kalomo,Rural,3/1/15,0
Zambia,Southern,Kalomo,Rural,4/1/15,176
Zambia,Southern,Kalomo,Rural,4/1/15,0
Zambia,Southern,Kalomo,Rural,5/1/15,109
Zambia,Southern,Kalomo,Rural,5/1/15,0
Zambia,Southern,Kalomo,Rural,6/1/15,97
Zambia,Southern,Kalomo,Rural,6/1/15,0
Zambia,Southern,Kalomo,Rural,7/1/15,27
Zambia,Southern,Kalomo,Rural,7/1/15,0
Zambia,Southern,Kalomo,Rural,8/1/15,9
Zambia,Southern,Kalomo,Rural,8/1/15,0
Zambia,Southern,Kalomo,Rural,9/1/15,27
Zambia,Southern,Kalomo,Rural,9/1/15,0
Zambia,Southern,Kalomo,Rural,10/1/15,11
Zambia,Southern,Kalomo,Rural,10/1/15,0
Zambia,Southern,Kalomo,Rural,11/1/15,9
Zambia,Southern,Kalomo,Rural,11/1/15,0
Zambia,Southern,Kalomo,Rural,12/1/15,157
Zambia,Southern,Kalomo,Rural,12/1/15,0
Zambia,Southern,Kalomo,Rural,1/1/16,182
Zambia,Southern,Kalomo,Rural,1/1/16,0
Zambia,Southern,Kalomo,Rural,2/1/16,311
Zambia,Southern,Kalomo,Rural,2/1/16,0
Zambia,Southern,Kalomo,Rural,3/1/16,418
Zambia,Southern,Kalomo,Rural,3/1/16,0
Zambia,Southern,Kalomo,Rural,4/1/16,867
Zambia,Southern,Kalomo,Rural,4/1/16,0
Zambia,Southern,Kalomo,Rural,5/1/16,1232
Zambia,Southern,Kalomo,Rural,5/1/16,0
Zambia,Southern,Kalomo,Rural,6/1/16,157
Zambia,Southern,Kalomo,Rural,6/1/16,0
Zambia,Southern,Kalomo,Rural,7/1/16,24
Zambia,Southern,Kalomo,Rural,7/1/16,0
Zambia,Southern,Kalomo,Rural,8/1/16,12
Zambia,Southern,Kalomo,Rural,8/1/16,0
Zambia,Southern,Kalomo,Rural,9/1/16,7
Zambia,Southern,Kalomo,Rural,9/1/16,0
Zambia,Southern,Kalomo,Rural,10/1/16,21
Zambia,Southern,Kalomo,Rural,10/1/16,0
Zambia,Southern,Kalomo,Rural,11/1/16,12
Zambia,Southern,Kalomo,Rural,11/1/16,0
Zambia,Southern,Kalomo,Rural,12/1/16,32
Zambia,Southern,Kalomo,Rural,12/1/16,0
Zambia,Southern,Kalomo,Rural,1/1/17,130
Zambia,Southern,Kalomo,Rural,1/1/17,0
Zambia,Southern,Kalomo,Rural,2/1/17,103
Zambia,Southern,Kalomo,Rural,2/1/17,0
Zambia,Southern,Kalomo,Rural,3/1/17,187
Zambia,Southern,Kalomo,Rural,3/1/17,0
Zambia,Southern,Kalomo,Rural,4/1/17,779
Zambia,Southern,Kalomo,Rural,4/1/17,0
Zambia,Southern,Kalomo,Rural,5/1/17,761
Zambia,Southern,Kalomo,Rural,5/1/17,0
Zambia,Southern,Kalomo,Rural,6/1/17,369
Zambia,Southern,Kalomo,Rural,6/1/17,0
Zambia,Southern,Kalomo,Rural,7/1/17,225
Zambia,Southern,Kalomo,Rural,7/1/17,0
Zambia,Southern,Kalomo,Rural,8/1/17,28
Zambia,Southern,Kalomo,Rural,8/1/17,0
Zambia,Southern,Kalomo,Rural,9/1/17,18
Zambia,Southern,Kalomo,Rural,9/1/17,0
Zambia,Southern,Kalomo,Rural,10/1/17,14
Zambia,Southern,Kalomo,Rural,10/1/17,0
Zambia,Southern,Kalomo,Rural,11/1/17,17
Zambia,Southern,Kalomo,Rural,11/1/17,0
Zambia,Southern,Kalomo,Rural,12/1/17,59
Zambia,Southern,Kalomo,Rural,12/1/17,0
Zambia,Southern,Kalomo,Rural,1/1/18,99
Zambia,Southern,Kalomo,Rural,1/1/18,0
Zambia,Southern,Kalomo,Rural,2/1/18,41
Zambia,Southern,Kalomo,Rural,2/1/18,0
Zambia,Southern,Kalomo,Urban,1/1/14,0
Zambia,Southern,Kalomo,Urban,1/1/14,39
Zambia,Southern,Kalomo,Urban,2/1/14,0
Zambia,Southern,Kalomo,Urban,2/1/14,79
Zambia,Southern,Kalomo,Urban,3/1/14,0
Zambia,Southern,Kalomo,Urban,3/1/14,168
Zambia,Southern,Kalomo,Urban,4/1/14,0
Zambia,Southern,Kalomo,Urban,4/1/14,188
Zambia,Southern,Kalomo,Urban,5/1/14,0
Zambia,Southern,Kalomo,Urban,5/1/14,81
Zambia,Southern,Kalomo,Urban,6/1/14,0
Zambia,Southern,Kalomo,Urban,6/1/14,45
Zambia,Southern,Kalomo,Urban,7/1/14,0
Zambia,Southern,Kalomo,Urban,7/1/14,18
Zambia,Southern,Kalomo,Urban,8/1/14,0
Zambia,Southern,Kalomo,Urban,8/1/14,16
Zambia,Southern,Kalomo,Urban,9/1/14,0
Zambia,Southern,Kalomo,Urban,9/1/14,18
Zambia,Southern,Kalomo,Urban,10/1/14,0
Zambia,Southern,Kalomo,Urban,10/1/14,8
Zambia,Southern,Kalomo,Urban,11/1/14,0
Zambia,Southern,Kalomo,Urban,11/1/14,8
Zambia,Southern,Kalomo,Urban,12/1/14,0
Zambia,Southern,Kalomo,Urban,12/1/14,12
Zambia,Southern,Kalomo,Urban,1/1/15,0
Zambia,Southern,Kalomo,Urban,1/1/15,8
Zambia,Southern,Kalomo,Urban,2/1/15,0
Zambia,Southern,Kalomo,Urban,2/1/15,22
Zambia,Southern,Kalomo,Urban,3/1/15,0
Zambia,Southern,Kalomo,Urban,3/1/15,21
Zambia,Southern,Kalomo,Urban,4/1/15,0
Zambia,Southern,Kalomo,Urban,4/1/15,24
Zambia,Southern,Kalomo,Urban,5/1/15,0
Zambia,Southern,Kalomo,Urban,5/1/15,32
Zambia,Southern,Kalomo,Urban,6/1/15,0
Zambia,Southern,Kalomo,Urban,6/1/15,12
Zambia,Southern,Kalomo,Urban,7/1/15,0
Zambia,Southern,Kalomo,Urban,7/1/15,6
Zambia,Southern,Kalomo,Urban,8/1/15,0
Zambia,Southern,Kalomo,Urban,8/1/15,4
Zambia,Southern,Kalomo,Urban,9/1/15,0
Zambia,Southern,Kalomo,Urban,9/1/15,13
Zambia,Southern,Kalomo,Urban,10/1/15,0
Zambia,Southern,Kalomo,Urban,10/1/15,3
Zambia,Southern,Kalomo,Urban,11/1/15,0
Zambia,Southern,Kalomo,Urban,11/1/15,2
Zambia,Southern,Kalomo,Urban,12/1/15,0
Zambia,Southern,Kalomo,Urban,12/1/15,16
Zambia,Southern,Kalomo,Urban,1/1/16,0
Zambia,Southern,Kalomo,Urban,1/1/16,23
Zambia,Southern,Kalomo,Urban,2/1/16,0
Zambia,Southern,Kalomo,Urban,2/1/16,41
Zambia,Southern,Kalomo,Urban,3/1/16,0
Zambia,Southern,Kalomo,Urban,3/1/16,64
Zambia,Southern,Kalomo,Urban,4/1/16,0
Zambia,Southern,Kalomo,Urban,4/1/16,120
Zambia,Southern,Kalomo,Urban,5/1/16,0
Zambia,Southern,Kalomo,Urban,5/1/16,90
Zambia,Southern,Kalomo,Urban,6/1/16,0
Zambia,Southern,Kalomo,Urban,6/1/16,17
Zambia,Southern,Kalomo,Urban,7/1/16,0
